id,W,X,Y,Z
803,10.6,202.1,47.94,111.3
804,8.6,217.5,45.99,125.1
805,3.1,182.1,43.42,103.4
806,43,168.3,42.19,93.1
807,12.1,191.5,45.66,113.7
808,9.1,168.2,52.9,123.3
809,108.3,197.3,41.13,122.1
810,29.7,172.4,43.11,116.5
811,5.1,170.3,46.52,124.6
812,29.1,177.3,51.52,105.9
813,113.6,228.4,52.95,123.4
814,33,187.1,51.3,123.8
815,1.2,133.1,50.98,110.2
816,18.6,214.8,46.77,106.4
817,17.1,184.6,63.24,128.7
818,49,167.6,57.1,121
819,14.3,169.1,50.31,118.7
820,50,141.2,53.95,103
821,19.3,176,51.36,125.2
822,5.5,153.5,50.2,96
823,37.3,206.2,42.67,119.2
824,1.2,173.3,48.75,98.4
825,8.3,181.6,52.95,94.8
826,4.4,174.8,48.83,94.3
827,5.4,163.8,51.02,115.4
828,37,173.9,63.83,140.6
829,45.2,172.1,56.2,129.3
830,26.5,184.5,61.18,127.4
831,39.3,193.6,29.33,80.7
832,4.8,139.9,51.97,100.3
833,13.9,183.1,37.17,100.2
834,21.6,163,43.48,106.6
835,10.4,155,45.33,93.1
836,19.1,174.3,50.51,103.1
837,6.6,181.5,53.59,135
838,1.7,162.5,49.81,111.7
839,11.9,187.1,42.75,112
840,21.7,155.1,53.78,124.3
841,10,157.6,44.48,100.2
842,1.3,200.5,64.1,129.4
843,13.7,170.1,46.38,114.8
844,44.7,215.9,42.63,116
845,2,208.2,54.17,127.9
846,0.8,214,53.85,133.8
847,4.4,136.6,51.52,97.7
848,27.1,190.3,50.96,130.5
849,51.9,180.2,51.8,103.2
850,127.4,184.1,67.55,141.8
851,29.1,199.5,40.74,114.1
852,31.7,145.9,43.67,92.8
853,1.8,168.4,45.07,99.9
854,3.8,144.3,55.27,102
855,2.4,174.1,52.38,110.2
856,5.5,172.9,56.05,114.7
857,9.4,209.7,44.6,115.8
858,48.1,169.2,59.66,128.6
859,7.1,187.2,49.11,103.3
860,1.1,208.6,55.56,125.4
861,93.1,193.2,49.36,128.3
862,7.7,173.6,61.13,138.5
863,7.8,178.9,47.39,114.8
864,8.3,153.2,49.4,95.7
865,15.7,172.8,54.8,107.4
866,17.8,168,44.91,107.9
867,16.5,187.5,41.38,117.2
868,11.5,184.5,62.21,133.7
869,12.2,162.9,48.18,109.5
870,15.9,152.9,44.7,85.4
871,39.5,155.8,53.09,133
872,35.7,174.3,44.96,100
873,7.2,184,49.42,125.9
874,29.1,177.6,67.15,130.3
875,34.5,159.6,50.52,113.1
876,13.6,157.4,46.08,110.5
877,8,188.3,53.23,110.3
878,14.6,168.6,57.62,132.2
879,42.1,202.4,54.59,125.4
880,17.6,135.4,53.59,100.7
881,54.3,160.9,35.46,87.5
882,10.7,197.2,55.66,141.3
883,0.2,160.2,63.26,119.6
884,43.8,178.6,45.54,95.6
885,6.9,189.3,49.75,92.1
886,58.9,162.1,65.96,143
887,7.7,180.2,50.36,104.8
888,63.3,179.1,58.43,105.8
889,4.2,206.9,57.33,125.4
890,86.2,201.3,52.86,126.9
891,35.2,187.5,56.06,125.9
892,7.4,137.8,48.78,115.5
893,74,208.9,53.38,125.4
894,11.5,175.5,46.21,94.4
895,21.3,202.5,44.2,118.2
896,5.3,165.9,49.18,113.8
897,27.4,199.3,48.96,120.7
898,119.2,162.9,49.48,109.8
899,4.4,192.9,55.6,121.1
900,24.1,174.4,61.21,123.5
901,23.6,132.9,56.09,94.8
902,7.5,184.5,55.29,102.7
903,23.6,189.1,47.46,107.4
904,20.8,201.6,64.69,139.3
905,5.5,171.8,48.23,109.7
906,60.8,173.1,55.47,129.7
907,2.9,170.4,45.67,97.4
908,59.8,159.3,52.54,112.2
909,33.9,198.4,59.08,149.6
910,11.5,198.9,47.2,97.5
911,62.6,200.1,51.98,132.4
912,33.9,185.7,43.36,116
913,3.4,177.3,33.86,95.5
914,0.3,147.6,53.98,114.4
915,19.2,169.9,36.97,96.1
916,0.9,160.7,46.22,100.8
917,15.6,183.1,53.51,114
918,9.9,195.6,49.7,121.1
919,54.5,135.8,40.18,93.2
920,50.1,176.1,56.58,131.3
921,16.7,144.3,35.28,81.3
922,66.5,167.2,54.28,115.5
923,52.5,178.8,47.98,115.5
924,4.2,186.3,46.45,127.5
925,5.9,179.7,58.67,126.8
926,62.5,145.3,48.23,90.5
927,57.7,199.5,43.96,113.2
928,13.2,165.1,42.19,96.2
929,10,174,50.3,113.1
930,26.3,208.4,44.99,118.4
931,95.4,138.9,34.75,85.1
932,6.6,205.6,50.05,136.5
933,18.5,164.9,53.25,116.6
934,2,163.8,53.34,118.4
935,28.8,198.9,38.97,105.8
936,28.7,170.7,49.59,121.4
937,33.5,181.6,53.82,126.9
938,37.3,189.4,49.71,111.7
939,11.2,192,45.85,108.2
940,9.2,161.3,49.68,126.9
941,2.5,184,55.63,118.5
942,121.7,176.9,46.35,104.6
943,44.5,200.6,38.33,104.2
944,13.1,139.6,58.12,119.1
945,4.8,198.2,46.79,108.9
946,11.2,171.3,54.16,113.9
947,25.1,181.4,47.18,119
948,31.5,180.7,39.57,89.5
949,7.6,177.5,48.17,119
950,2.8,190.4,58.06,120.1
951,1.8,180.9,53.73,124.7
952,29.4,191.4,45.41,106.6
953,16.4,171.8,59.98,126.3
954,42.8,211.1,51.41,117.2
955,33,181.6,45.68,95.5
956,39,160.9,63.66,146.3
957,37,187,47.89,100.1
958,14.6,203.4,59.34,133.9
959,5.9,159.2,54.02,122.7
960,1.7,178.8,47.93,121.8
961,12.1,134.5,43.11,91.8
962,64.5,182.4,49.92,121.7
963,23,203.7,51.73,133.6
964,8.8,198.2,51.37,110.1
965,8.2,174.6,59.38,126.1
966,3.1,185,53.88,126
967,2,187.8,64.29,136.2
968,30.5,180.5,58.27,130.5
969,24.5,189.9,61.47,123.1
970,27.3,179,38.12,96.4
971,16,213.1,43.44,108.5
972,13.2,192.3,49.01,127.9
973,15.1,193.3,44.18,100.6
974,21,148.8,50.21,102.1
975,14,149.5,44.96,94.9
976,3,172,50.67,115.2
977,20.4,170.6,53.92,115.9
978,93.3,191.9,57.29,131.7
979,34.2,196.7,44.23,119.9
980,1.1,178,38.44,95.1
981,48.2,177.8,44.23,90.4
982,26.9,191.2,57.52,136
983,0.7,181.9,57.02,125.3
984,9.1,201,57.65,139.8
985,3.6,206.9,37.8,107.6
986,1,182.5,47.42,115.3
987,61.4,192.5,52.19,141.4
988,22.9,139.7,50.6,119.5
989,27.6,197.5,38.36,99.1
990,45.2,191.7,59.3,127.1
991,83.1,161,37,101.8
992,2.3,207.7,50.02,127.3
993,101,143.2,43.4,104.4
994,18.6,199.2,49.79,124
995,38.5,180.7,57.45,101.1
996,16.4,194.5,48.66,126.4
997,1,205.1,43.99,111
998,2.4,186.4,41.4,103.6
999,1,200.1,42.52,103.1
1000,31,177.2,45.92,109.1
1001,41.2,172.8,48.64,103.6
1002,5.5,177,53,116.9
1003,34.7,197.1,58.33,131.6
1004,2.6,166.2,56.61,106.4
1005,4.4,193.4,52.51,110.5
1006,5.3,179.6,42.36,90.1
1007,43.8,186,55.98,111
1008,9.8,167,45.49,101.9
1009,2.9,149.3,59.9,108.1
1010,12.9,170.6,45.16,107.4
1011,0.8,197,61.15,126.3
1012,0.2,188.7,40.83,114.1
1013,9.4,202.1,44.1,101.3
1014,33.3,184.5,48.62,114
1015,21.5,167.8,59.72,130.9
1016,9.6,171.3,46.34,91.3
1017,5.3,178.2,45.88,106.5
1018,40.3,187.9,49.92,119.5
1019,13.2,191.5,62.61,139.2
1020,52.3,183,49.86,109.9
1021,24.1,163.5,51.81,106.4
1022,35.7,188.9,41.86,111.4
1023,11.6,180.2,53.33,115.3
1024,7.5,183.8,59.71,141
1025,21.4,187.4,47.52,129
1026,50.2,148.7,39.82,96.2
1027,15.4,140.7,54.55,105.2
1028,22.3,203.4,36.49,112.1
1029,3.5,150,44.42,103.4
1030,22.1,194.3,44.54,96.8
1031,36.5,178.6,52.69,107.4
1032,46.4,205.6,57.12,127.2
1033,7.8,189.3,50.32,109.9
1034,17.1,199.6,53.14,103.8
1035,3.6,163.5,39.02,91.5
1036,48.4,198.7,50.64,117.7
1037,37.7,159.3,48.25,106.1
1038,36.6,201.5,50.31,111
1039,30.1,180,41.75,116.2
1040,3.5,205.2,43.33,113.8
1041,19.6,152.6,34.33,90.6
1042,9.7,197.3,54.18,136.9
1043,18,188.9,60.41,116.7
1044,16.6,153.1,44.28,102.4
1045,12.3,179.4,44.25,112.1
1046,11.1,191.2,47.99,128.8
1047,20.3,180.3,44.46,117
1048,33.3,172.4,61.35,108.7
1049,1.2,163.1,45.85,107.4
1050,21,158.4,49.19,103.9
1051,18.9,181.1,53.87,120.1
1052,13.8,160.8,47.1,96.2
1053,32.3,158.5,49.45,114.2
1054,2.7,182,53.68,118
1055,30.3,194.2,47.67,113.1
1056,8,182.7,46.71,116.3
1057,13.2,178.7,50.95,123.1
1058,35.1,169.8,51.92,123.4
1059,10.8,185.7,44.36,122.3
1060,8.4,173.7,61.31,130.7
1061,22,190.6,51.29,126.8
1062,22.3,156.9,39.73,74.6
1063,66.4,191.7,43.85,106.1
1064,41.4,161,44.43,91.6
1065,15.1,184.2,41.82,105.6
1066,40.1,158.1,45.44,117.1
1067,2.9,201,42.26,111.5
1068,12.3,194.1,45.78,111.2
1069,6.6,161.8,44.56,90.3
1070,21.8,174.2,52.23,108
1071,21.6,179.5,45.45,131.5
1072,7.6,175.6,40.86,106.4
1073,2.4,174.3,60.33,118.4
1074,66.9,154.1,57.03,117.5
1075,13.5,171.6,57.95,114.6
1076,10.5,172.9,50.36,100.9
1077,28.8,152.2,52.93,105.4
1078,83.6,176.7,42.19,92.5
1079,21.7,193.7,41.34,115.3
1080,37.3,199.4,47.6,116.4
1081,35,167.7,57.62,122.9
1082,1.2,196.4,39.16,104.8
1083,21.1,174.7,53.33,106.8
1084,17.5,185.8,51.61,119.2
1085,12,185.2,49.39,118.9
1086,116.7,186.2,57.11,127.9
1087,7.5,193.3,52.28,131
1088,0.8,169.5,55.11,125.3
1089,33.2,169,49.88,114.1
1090,0.8,159.9,51.92,104.2
1091,53.4,174.8,40.05,92.5
1092,0.7,209.4,50.14,115.7
1093,8.4,171.5,44.99,128.9
1094,96.7,156.1,46.12,110.3
1095,1.1,201,57.47,135.3
1096,24.2,180.8,63.76,129.4
1097,10.8,150.5,51.03,96.1
1098,4.7,167.3,58.53,114.1
1099,37.2,156.3,36.64,100.6
1100,0.5,201.3,51.84,113.1
1101,47.9,166.7,46.82,105.8
1102,13,179.7,47.05,118.9
1103,16.5,201.3,59.97,129.1
1104,47.3,179.6,36.12,95.7
1105,4.6,179.1,57.42,119.4
1106,5.3,195.7,46.54,118.3
1107,5,171.1,61.59,128.7
1108,15.5,166.2,44.7,106.8
1109,34.3,168.9,50.03,103.1
1110,0.6,192,50.66,136.1
1111,5.1,146.6,49.62,125
1112,1.7,180.2,51.24,107.5
1113,41,200.6,59.15,156.9
1114,12.2,178.3,41.72,121.7
1115,0.3,169.5,52.42,120.6
1116,3.5,150.9,51.35,116.2
1117,17.6,218.4,45.07,128.8
1118,17.2,190.4,46.34,94.4
1119,0.2,190.7,41.32,132.2
1120,14.4,208.5,56.52,123.4
1121,25.5,151.8,54.24,92.8
1122,7.7,216.9,51.12,132.2
1123,63,197.5,62.52,142.4
1124,0.5,172.8,52.61,124.4
1125,29.5,169.1,46.46,104.5
1126,19.5,181.4,51.83,99.8
1127,6.6,222.1,53.38,136.1
1128,19.4,138.8,57.42,99.8
1129,14.2,198.1,62.73,141.5
1130,42.8,135.8,36.6,81.1
1131,25.1,180.1,45.66,100
1132,15.6,189.2,58.27,137
1133,81.6,219.1,38.15,114.6
1134,11.8,206.2,48.88,120.6
1135,39.8,193.8,39,100.6
1136,2.8,179.5,54.26,129.8
1137,3.9,172.4,52.59,115.2
1138,18.1,184.1,48.48,102.9
1139,2.8,199.1,42.76,88.6
1140,23.2,204.1,46.77,99.6
1141,6.3,159.9,56.81,131.9
1142,6.8,187.1,43.94,93.8
1143,8.5,183.7,48.91,123.3
1144,33.8,189.2,57.26,140.5
1145,3.2,203.7,47.79,121.3
1146,33.3,183.9,55.62,117.4
1147,10.1,189.8,63.34,133.3
1148,12.7,188,56.04,139.8
1149,32.6,188.3,56.59,131.3
1150,23.3,164.9,51.83,87.6
1151,64.6,221.4,40.96,116.8
1152,32.2,197.4,54.83,131.7
1153,2.5,170.3,49.8,114.5
1154,18.3,199,46.03,123.8
1155,6.4,168.9,46.6,95.4
1156,40.2,192.7,52.42,124.1
1157,6.1,201.6,45.65,112.2
1158,41.8,195.6,57.94,123.8
1159,39.7,184,47.76,125.8
1160,3.2,178.9,62.41,119.6
1161,8.8,199.8,56.71,147.9
1162,1.8,154.5,50.26,122.2
1163,10.4,163.1,57.5,123.2
1164,0.8,196,50.39,129.9
1165,34.7,173.4,47.18,107
1166,32.4,156,57.29,106.6
1167,6.7,150.1,41.83,105.4
1168,6.3,163.9,46.69,130
1169,6.4,198.9,59.15,143.4
1170,75.4,158.2,51.96,118.4
1171,28.9,153.2,49.54,105.6
1172,14.9,165.3,55.47,116.8
1173,8.4,177.9,42.38,103.1
1174,73.4,176.2,51.99,113.4
1175,20.1,203,41.43,112.2
1176,8.3,184.6,40.26,106.5
1177,26,178.5,41.9,94.9
1178,3.9,162.2,50.11,121.3
1179,1.4,197.9,50.25,117.3
1180,39.4,195.7,45.7,121.7
1181,14.9,153.1,57.23,120.2
1182,6.5,199.3,52.26,144.1
1183,28.6,185,54.9,114.6
1184,4.4,167.2,60.08,119.6
1185,5.1,174.7,43.68,99.8
1186,12.6,206.3,44.73,112.3
1187,8.4,192.7,51.69,131.8
1188,26.8,196.8,47.44,132.1
1189,3.5,181.6,52.84,126.2
1190,3.9,179.5,52.73,127.3
1191,10,158.7,43.24,92.3
1192,10.6,187.8,49.34,126
1193,9.3,209.8,32.58,103.5
1194,11.2,178.9,42.94,108.9
1195,25.1,175.4,50.27,117.3
1196,7.9,167.8,55.57,110.1
1197,8.1,176.9,39.39,103.1
1198,8.3,163.3,45.61,94.6
1199,47.5,186.6,31.7,92
1200,54.3,154.7,40.53,94.6
1201,7,182.6,62.17,142.4
1202,23.4,151.2,55.23,111.4
1203,13.6,160.8,47.91,103.9
1204,14.5,150.4,52.87,108.5
1205,92.2,175.3,47.13,121.1
1206,22,184.8,44.71,111.5
1207,16.6,155.2,56.14,108.9
1208,0.4,195.8,45.73,108.3
1209,23.4,143.8,50.91,109.3
1210,18.5,133.9,61.23,116.9
1211,40,192.2,52.77,128.8
1212,9.7,195.4,51.41,134.7
1213,36.6,168,49.44,108.5
1214,0.9,153.6,48.54,111.1
1215,0.7,192.7,59.61,122.2
1216,67.2,173.3,50.43,107.8
1217,2.4,251.3,52.31,144.3
1218,9.3,206.9,59.42,139.4
1219,5.6,212.7,52.83,131.4
1220,20.6,200.3,40.52,113.5
1221,115.6,202,51.11,126.5
1222,29.9,173.9,54.54,120.4
1223,3.6,144.6,52.69,105.7
1224,35.9,165.3,42.7,105.8
1225,28.1,151.2,52.61,108.2
1226,12.4,197.6,50.35,117.1
1227,12.6,174.6,37.86,97.9
1228,15.4,208.8,50.91,124.3
1229,47.8,145.7,45.78,105.8
1230,34.4,160,51.42,115.8
1231,43.4,145.8,48.61,109.3
1232,12.1,219.7,51.65,120.8
1233,26.7,165,47.57,102.5
1234,17.4,193.4,46.06,94.7
1235,3.6,182.9,46.64,92
1236,28,221.8,35.02,113.3
1237,36.6,163,51.25,103.2
1238,69.5,148.4,51.11,124.6
1239,56.9,193.7,62.22,126.1
1240,29.6,176.5,60.25,139.7
1241,0.8,193,51.43,115.3
1242,23.5,147,63.94,135.3
1243,15.8,160,50.87,89.1
1244,4.8,171.4,53.14,125.5
1245,5.8,182.3,41.13,123.3
1246,9.3,208.2,50.3,117.8
1247,76.7,147.8,48.26,110.4
1248,10.9,179,28.51,101.7
1249,20.8,160.5,40.76,111
1250,2.1,191,41.57,102.8
1251,21.8,160.8,61.91,119.2
1252,29.2,199.7,48.32,108.7
1253,33.9,148,49.3,104
1254,14.8,201,51.69,103.8
1255,7.8,182.9,41.96,121.1
1256,122.9,168,56.09,107.9
1257,7.5,149.9,44.03,112.8
1258,14.4,203,51,132.3
1259,30.6,189,45.56,119.7
1260,28.9,169.5,54.89,100.2
1261,20.9,194.2,56.38,135.2
1262,44.8,156.7,47.68,124
1263,1.4,193.6,48.51,105
1264,43.4,175.6,53.63,91
1265,10.4,156,54.87,107.5
1266,8.5,152.8,47.35,101.7
1267,4.4,211,53.82,123.3
1268,30.5,151,36.65,81.7
1269,0.3,193.5,57.3,124.5
1270,3.6,148.3,63.31,114.8
1271,23.5,172.2,51.09,122.8
1272,22.2,202.8,46.41,126.4
1273,4.4,151.3,44.41,91.5
1274,21.5,187.8,51.99,136.2
1275,73.2,164,52.98,116.9
1276,63.2,169.4,48.56,90.4
1277,0.4,162.7,56.08,125.5
1278,1.6,159.6,47.35,97.4
1279,23.7,162.4,50.82,114.8
1280,21.9,193.5,48.78,120.9
1281,39.1,218.9,53.23,120.5
1282,0.3,174.1,51.17,117
1283,30.8,190,56.54,125.9
1284,33.2,165.2,39.44,110.6
1285,5,168.4,60.84,113.4
1286,5.9,177.4,48.79,113.8
1287,69.9,166.2,34.17,96.2
1288,5.3,186.8,63.34,110.9
1289,3.5,194.9,46.01,129.1
1290,34.6,166.2,56.65,104.6
1291,14.9,164.6,40.98,96.3
1292,35.1,174.4,42.95,107.8
1293,10.1,180.6,54.9,126.7
1294,13,201.2,53.81,109
1295,12.5,150.3,48.28,104.7
1296,6.3,229.6,49.09,124.4
1297,13.9,144.6,66.63,105.9
1298,0.3,188.7,55.9,136
1299,4.6,159.4,43.84,82.4
1300,9.9,159.2,48.57,125.3
1301,58,182.2,59.8,141.9
1302,9.8,162.8,49.44,96.3
1303,91.7,183.4,42.94,110.2
1304,3.2,162.6,53.01,117.6
1305,44.5,194.8,44.69,117
1306,20.8,189.7,45.52,99.8
1307,23.6,179.2,46.34,96.9
1308,11.6,222.5,43.16,133.9
1309,11.6,152.7,47.17,98.7
1310,33.7,171.5,40.16,108.2
1311,10.9,163.8,41.16,110.8
1312,25.8,181.3,53.48,110.7
1313,28.6,166.2,62.06,147.7
1314,6.9,158.6,68.4,123.4
1315,31.6,182.8,44.11,99.5
1316,19.5,156.5,50.7,105.9
1317,8.8,169.2,40.21,80.5
1318,43,172.9,53.81,107.8
1319,18.3,173,46.28,102.4
1320,56.1,124.6,51.71,94.3
1321,22.3,170.4,54.12,106.7
1322,11,170.3,45.67,110.9
1323,8.6,167,59.46,129.5
1324,5.1,159.4,51.1,99.5
1325,76.4,188.1,45.97,132.5
1326,71.9,156.6,44.82,83.7
1327,33.6,173.4,53.05,110.2
1328,2.4,145.1,45.65,110.9
1329,7.4,182.3,43.48,91.3
1330,3.4,177.3,51.97,110.7
1331,8.7,162,39.25,105.5
1332,63.8,194.7,45.62,130
1333,4,197.7,40.22,103.8
1334,26,173.7,51.93,96.2
1335,43.3,176.7,48.78,118
1336,35,207.9,52.17,130.5
1337,65,177.1,51.33,112.1
1338,11.3,179.1,67.13,122.8
1339,11.5,215,52.25,124
1340,45.8,221.3,49.93,122.1
1341,33.7,207.3,55.01,132.8
1342,21.3,199.9,49.91,136
1343,3.6,251.8,55.98,135.5
1344,6.3,168.3,51.13,134.3
1345,14.3,166.7,45.89,85.6
1346,17,180.9,60.49,131.1
1347,20.9,143,39.06,89.6
1348,19,180.4,52.08,102
1349,8.5,199.3,57.78,130.2
1350,24.2,164,42.79,115.1
1351,1.6,192.4,58.27,125.8
1352,3.5,208.3,52.76,113.3
1353,38.6,173.5,53.39,111.7
1354,12.3,173.6,59.15,134.1
1355,10.2,183.7,33.62,75.5
1356,36.7,179,37.11,92.3
1357,10.2,224.1,71.29,155.9
1358,20.5,148.8,53.06,107.1
1359,40.8,187.7,54.25,112.6
1360,25.2,182.9,43.45,109.7
1361,24.7,171.7,54.98,118.7
1362,13.8,202.1,51.14,123.8
1363,6.3,207.6,55.59,131.9
1364,21.2,172,45.58,72.6
1365,78.5,174.6,55.85,109.2
1366,76.9,147.9,53.01,105.5
1367,6.1,174.4,55.47,95.8
1368,30.6,173.5,38.62,119.8
1369,5.6,219.5,65.57,147.7
1370,18.4,161.9,63.16,120.9
1371,12.6,182,52.37,105
1372,1.2,178.4,54.2,123.7
1373,11.7,164.2,53.2,109.2
1374,5.6,153.3,51.9,103.1
1375,33,182.8,61.67,135.2
1376,34.7,185.7,58.2,130
1377,9,146.5,57.99,112.9
1378,14.1,188.9,56.46,105.8
1379,25.7,199.1,42.55,110
1380,27.3,194.9,58.56,132.7
1381,5.3,199.1,59.63,123.6
1382,2.5,164.6,54.25,115.1
1383,0.9,182.5,49.79,123.3
1384,44.7,181,49.22,113.8
1385,8.8,174.3,50.64,106.7
1386,1.1,193.8,46.51,100.4
1387,16.6,210.1,55.27,106.2
1388,7,168.3,54.37,102.1
1389,5.6,187.2,62.56,131.9
1390,1.7,170.3,53.44,127.7
1391,6.9,170.8,55.83,119.9
1392,10.2,167.7,56.96,130.2
1393,6.1,200.1,56.08,110.1
1394,41.3,155.4,47.9,126.1
1395,0.1,157.3,60.23,108.6
1396,91.3,163.1,38.42,89.4
1397,82.2,165,47.91,108.1
1398,0.2,173.6,30.07,100.7
1399,12.6,160.8,30.65,76.1
1400,2.3,194,61.27,125.8
1401,39.1,169.9,63.28,113.3
1402,36.8,206.5,51.51,142.1
1403,5.6,184.9,34.7,88.7
1404,2.1,187.7,44.19,128.5
1405,15.3,184.7,41.75,101.7
1406,17.3,151.7,45.21,98.7
1407,26.6,154.4,53.61,110.8
1408,50.4,208,54.35,136.5
1409,45.3,176.8,51.01,110.8
1410,32.1,176.4,41.48,119.4
1411,13.6,161.5,56.43,105.6
1412,43,171.3,52.28,132.8
1413,1.5,173.5,52.67,121.8
1414,6.2,190.1,42.06,93.6
1415,57.5,178.3,64.22,123.4
1416,4.8,199.5,45.42,90.7
1417,0.8,178.7,37.46,90.7
1418,10.9,196.9,46.16,109.8
1419,11.5,174.1,50.99,106.3
1420,0.3,176.6,56.37,120.9
1421,53.8,215.6,43.24,109.3
1422,7.4,180,36.29,80.8
1423,3,195.4,49.73,123.7
1424,13.7,180.9,49.26,109.5
1425,58.8,197,38.47,92.8
1426,26.7,175.7,46.69,96.1
1427,1.4,185.5,66.38,159.6
1428,6.1,193.9,53.85,125.8
1429,5.5,176.4,55.85,120.3
1430,25,204.5,50.12,119
1431,20.9,161.3,44.95,118.8
1432,99.6,176.7,48.59,115.5
1433,4.4,160.5,57.22,121.7
1434,1.6,182.3,45.07,97.7
1435,56.2,178,45.39,108.4
1436,0.5,182,45.8,105.7
1437,33.2,164.1,50.86,129
1438,15.9,182.5,41.26,104.3
1439,28.3,186.2,49.87,134.9
1440,19.1,141.2,45.69,100.3
1441,42,184.5,45.88,117.4
1442,43.3,228.6,43.84,120.5
1443,20.3,151.5,50.26,114.4
1444,2.4,148.6,49.77,108.6
1445,4.9,168.2,55.65,119.7
1446,5,169.4,43.34,91.1
1447,6.6,175.1,56.03,120.6
1448,2.5,188.7,58.42,133.7
1449,15.4,185.4,52.1,101.2
1450,45.4,196.6,49.55,120.6
1451,47.6,197.9,45.2,104.9
1452,5.2,191,42.04,112.2
1453,20.1,184.8,43.34,111.5
1454,33,197.7,54.88,118.7
1455,13.2,184.5,50.23,106.2
1456,19.4,159.3,47.29,122
1457,35.1,165.3,48.38,98.4
1458,15.4,167.1,51.45,125.5
1459,3,188.2,54.8,141.6
1460,0.2,200.4,55.86,132.7
1461,42.6,181.3,58.12,104.9
1462,26.3,203.3,42.29,97.6
1463,20,150.6,52.68,106.5
1464,57.5,169.7,61.95,129.2
1465,0.5,141.4,37.76,81.4
1466,73.7,206,50.5,138.8
1467,16.7,188.9,50.59,112.1
1468,32.3,206,60.74,138.2
1469,58.8,197,62.36,128.3
1470,2.3,194.1,47.2,128.5
1471,60.3,184.9,48.01,102.1
1472,4.9,151.5,48.04,87.5
1473,90.1,193,34.62,101.9
1474,8,190.4,58.59,127.1
1475,51,167.2,58.28,123
1476,38.5,164.9,53.91,113
1477,28.4,182.3,41.25,116.6
1478,13.1,169.2,49.3,117.2
1479,11.5,146.6,52.66,117.6
1480,6.5,191.6,49.98,103.2
1481,35,223.5,56.83,124.9
1482,20.7,199.8,55.29,139.2
1483,3.5,190.1,71.09,130.2
1484,71.8,189,41.49,110.7
1485,31.2,198.1,54.52,112.1
1486,8.3,156.9,60.02,102.5
1487,86.6,204.8,53.98,120.3
1488,1.7,195.3,53.86,138
1489,8.3,200.5,55.01,138.4
1490,23.2,193,42.96,90.9
1491,31.9,180.4,43.98,108.2
1492,1.8,189.6,43.17,117.5
1493,7.6,176.8,49.84,94.1
1494,84.6,180.5,45.15,112.5
1495,29.9,153.9,56.89,119.9
1496,2.2,178,58.19,110.7
1497,23.3,183.8,50.34,129.9
1498,3,200,65.83,139.3
1499,0.6,158.2,45,109.3
1500,1.2,189.8,40.75,106.2
1501,4.6,212.4,41.71,108.5
1502,5,156.7,59.77,130.6
1503,16.9,185.4,46.86,110.2
1504,9.9,172.6,48.7,102
1505,53,191.8,55.37,140.9
1506,36.9,149.6,51.61,115.5
1507,8.3,208.5,40.07,119.7
1508,6,167.7,54.9,112.7
1509,9.5,184.7,58.95,127.8
1510,10.4,222,57.42,115.7
1511,0.7,193.9,48.36,125
1512,51.9,165.5,40.11,110.4
1513,30.1,176.9,52.09,138.2
1514,94.2,178.2,56.21,105.2
1515,15.9,176.8,46.79,112.3
1516,29.2,193.3,52.34,127.1
1517,7.5,158.6,50.21,114.7
1518,4.8,198.8,44.23,131.3
1519,25.9,170,43.62,113.2
1520,50.5,165.3,50.02,96.9
1521,61.8,169.6,62.11,127
1522,30.6,176,38.27,99.5
1523,0.8,180.3,45.61,101.3
1524,37,158.9,54.64,106
1525,6.7,212.3,47.04,124.3
1526,32.2,209.3,40.94,117.8
1527,30.7,205,42.93,125.9
1528,0.1,168,55.03,96.5
1529,13.2,180.4,58.21,152.5
1530,41.6,169.8,53.26,112.8
1531,3.9,218.8,47.61,113.5
1532,80.3,172,48.28,123.4
1533,14.6,197.2,48.34,125.6
1534,14.3,167.7,48.2,110.2
1535,34.9,185.4,42.89,109
1536,18.3,187.7,43.48,122
1537,1.1,202.4,58.48,124.7
1538,15.8,169,53.48,122.1
1539,43.6,149.1,54.69,101.3
1540,46.1,193,39.72,118.4
1541,6.6,161,46.79,103.5
1542,37.5,169.9,48.49,108
1543,13.8,152,43.86,99.8
1544,34.5,174.6,59.3,115.5
1545,65.5,166.2,46.24,94.4
1546,9.1,219.4,50.52,124.4
1547,2.4,151.6,44.26,91.7
1548,66.9,208.2,53.72,147.2
1549,1.7,211.6,57.31,129.4
1550,6.2,155,58.17,119.9
1551,3,149.6,39.42,84.8
1552,10.1,152.9,46.93,98.7
1553,71.7,198.6,49.25,128
1554,11.1,216.8,38.37,107.7
1555,9.1,192.7,48.39,113.5
1556,13.3,161.4,37.66,110.1
1557,8,145.6,46.51,109.1
1558,8.9,137.1,57.97,101.4
1559,15.6,201.2,45.09,122
1560,1.3,191.8,53.17,128.5
1561,22.5,192.4,41.47,107.7
1562,7,182.1,45.25,119
1563,7.8,157.1,54.5,98.7
1564,36.2,147.3,41.66,87
1565,41.9,180.3,41.32,113
1566,9.4,145.3,46.23,99.6
1567,5.6,165.8,41.19,96.2
1568,25.2,162.8,58.63,126.7
1569,16.3,174.3,29.06,87.6
1570,7.8,140.3,40.91,74.1
1571,1.3,198.6,44.16,110.1
1572,56.7,201.5,43.47,125.9
1573,18.7,187.9,58.32,132.2
1574,2.3,180.4,53.22,118.4
