N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,r
95,91,122,7.17,59.32,Silt,1.1,11.37,68.05,731.01,4.94,13.73,West,995,Rabi,Sugarcane,Canal,76.56,7.08,72.41,0.24317219099945409
39,15,121,5.68,41.94,Clay,0.8,33.85,68.88,2148.86,7.73,15.67,South,1409,Zaid,Sugarcane,Canal,271.94,0.46,74.49,0.7222669318556592
147,24,75,5.17,29.82,Silt,1.56,32.97,63.61,2399.14,5.21,2.25,South,637,Kharif,Sugarcane,Drip,101.3,13.36,74.27,0.20498429541582097
76,81,127,7.48,27.28,Clay,0.65,17.87,63.25,1483.32,8.71,16.99,North,182,Zaid,Sugarcane,Rainfed,262.88,16.33,73.66,0.5830415609696922
144,50,77,6.51,31.81,Silt,1.23,14.77,87.21,1677.75,5.85,6.98,West,1828,Rabi,Sugarcane,Sprinkler,121.51,11.85,75.78,0.2594234334312925
65,28,116,7.01,56.06,Loamy,1.08,24.57,74.14,2351.34,6.04,1.08,West,2177,Rabi,Sugarcane,Sprinkler,228.29,15.83,77.36,0.3796924081672669
136,49,115,5.83,15.96,Sandy,0.4,23.91,67.52,404.86,5.23,13.08,Central,1286,Rabi,Sugarcane,Rainfed,336.13,0.36,74.39,0.42521350446923345
140,68,117,7.05,24.32,Sandy,1.05,10.41,73.49,998.49,4.7,11.06,North,1175,Kharif,Sugarcane,Sprinkler,169.2,12.29,74.59,0.6334782198261473
60,25,112,4.83,51.45,Loamy,0.89,35.83,88.33,1968.59,9.29,12.76,North,688,Kharif,Sugarcane,Canal,347.39,1.75,75.14,0.274055220687206
92,74,143,7.35,35.05,Loamy,1.37,10.32,34.03,383.55,6.48,8.66,West,752,Rabi,Sugarcane,Sprinkler,280.35,4.7,75.35,0.7190459051842455
54,51,92,5.47,50.85,Sandy,0.9,37.46,61.43,539.3,9.14,15.4,East,1864,Kharif,Sugarcane,Rainfed,87.71,8.41,73.65,0.297121715623175
119,35,129,4.8,22.08,Clay,0.36,20.65,55.32,1074.12,8.59,16.11,West,1133,Zaid,Sugarcane,Sprinkler,238.92,13.4,74.95,0.5664046402968972
104,28,141,6.04,40.65,Clay,1.15,32.74,85.49,2245.25,11.0,9.59,West,1800,Zaid,Sugarcane,Canal,263.43,8.17,75.19,0.47605040219909966
157,98,42,6.6,25.35,Silt,0.93,19.65,89.82,2269.07,10.92,15.24,East,1872,Kharif,Sugarcane,Canal,116.85,13.82,73.18,0.2622640442998251
110,94,69,6.9,41.29,Sandy,1.18,22.27,89.57,1863.64,5.75,3.96,Central,1191,Rabi,Sugarcane,Canal,71.9,22.32,74.12,0.7281887562036033
177,25,54,7.73,16.43,Sandy,0.47,16.61,38.75,480.36,5.9,1.72,Central,361,Rabi,Sugarcane,Sprinkler,137.09,24.35,72.3,0.4348273386037462
147,62,58,6.93,60.75,Clay,0.32,30.64,89.77,2713.1,10.7,6.19,West,129,Zaid,Sugarcane,Rainfed,194.71,20.99,76.21,0.2464020332391068
133,78,93,6.87,59.05,Loamy,0.93,34.76,31.66,754.6,4.72,1.31,Central,2173,Zaid,Sugarcane,Drip,168.78,2.14,76.06,0.6946964708544268
152,83,51,7.94,43.81,Loamy,0.46,31.83,70.54,2653.38,7.87,12.7,East,1764,Zaid,Sugarcane,Sprinkler,79.99,11.7,73.39,0.9173135754622428
30,50,96,4.88,51.65,Loamy,1.37,22.86,30.1,2005.71,7.94,2.46,West,1222,Kharif,Sugarcane,Canal,271.43,15.72,74.4,0.6587833667107174
161,24,99,6.95,61.02,Loamy,0.84,31.08,76.25,1148.76,6.56,12.07,Central,280,Rabi,Sugarcane,Canal,169.51,8.51,74.89,0.987668007996647
61,70,37,8.08,64.03,Loamy,0.3,35.88,44.44,2216.3,10.44,17.53,Central,1711,Rabi,Sugarcane,Rainfed,222.72,1.47,73.21,0.5679452305526295
84,47,133,5.05,17.22,Clay,1.43,28.91,64.07,1151.28,10.78,7.2,Central,1340,Kharif,Sugarcane,Rainfed,137.28,19.87,71.72,0.9243961953765304
164,94,115,7.45,24.01,Silt,1.06,39.68,83.68,1770.81,8.45,13.63,Central,1141,Rabi,Sugarcane,Drip,222.97,3.97,73.37,0.9442664891134339
122,93,63,7.18,50.55,Loamy,1.2,23.17,87.96,540.03,7.91,6.45,North,1101,Zaid,Sugarcane,Canal,222.87,17.38,74.3,0.47421421665746377
80,50,74,5.36,63.66,Silt,1.46,13.02,45.88,1932.97,9.94,8.25,East,623,Zaid,Sugarcane,Sprinkler,271.28,0.53,77.13,0.12056688577727881
64,41,53,8.06,17.99,Silt,1.19,18.78,51.96,1544.49,10.23,2.89,South,2154,Zaid,Sugarcane,Drip,201.7,17.62,73.06,0.7247667715287615
107,40,97,7.43,45.87,Loamy,0.53,20.71,85.33,777.96,8.34,9.12,South,799,Rabi,Sugarcane,Sprinkler,63.33,13.65,71.73,0.5394912923753372
149,26,23,6.47,50.4,Loamy,1.27,27.49,70.14,951.17,10.91,1.51,Central,402,Kharif,Sugarcane,Sprinkler,236.88,20.03,76.65,0.3187525029320699
173,31,93,7.02,32.11,Loamy,0.53,33.91,65.86,1927.38,7.28,12.88,Central,272,Rabi,Sugarcane,Rainfed,287.0,5.43,77.03,0.8859777482361871
176,38,27,5.27,58.38,Silt,1.03,38.45,84.06,2653.53,7.34,17.8,West,1874,Zaid,Sugarcane,Rainfed,159.37,4.42,74.95,0.9979341105333375
49,80,37,7.4,34.81,Silt,0.75,15.12,78.92,363.7,10.02,14.78,Central,738,Zaid,Sugarcane,Canal,129.83,9.1,71.89,0.23877714576830233
54,74,124,5.46,25.19,Silt,1.13,20.11,58.11,1173.06,4.43,3.54,North,2032,Zaid,Sugarcane,Rainfed,341.71,0.07,75.03,0.9447320222914103
127,70,139,5.58,57.03,Loamy,1.54,22.35,44.34,2707.04,4.93,5.1,North,1715,Rabi,Sugarcane,Sprinkler,115.0,1.53,76.16,0.9427317741351257
114,15,65,6.15,37.87,Silt,0.47,36.78,52.65,1442.83,6.85,3.19,South,2122,Kharif,Sugarcane,Canal,187.16,19.62,75.45,0.22048620907017535
58,67,92,7.25,55.14,Loamy,0.53,28.47,30.91,1821.65,8.74,11.87,South,179,Kharif,Sugarcane,Rainfed,253.64,21.89,77.22,0.4084532130706987
40,62,61,7.25,55.47,Loamy,0.99,37.15,70.93,2719.35,9.93,5.91,North,1153,Rabi,Sugarcane,Rainfed,76.27,11.32,75.65,0.2597537837603262
84,93,131,5.27,44.27,Sandy,1.03,17.4,46.07,2221.59,9.07,3.19,North,2143,Zaid,Sugarcane,Rainfed,191.06,0.86,75.53,0.8512069140487687
179,26,79,7.14,23.02,Loamy,0.31,27.08,60.96,1623.03,8.73,10.52,North,1980,Rabi,Sugarcane,Canal,319.77,16.88,77.45,0.480586577326648
62,96,33,7.61,42.87,Silt,0.71,32.38,88.23,2621.63,8.29,6.3,Central,1956,Zaid,Sugarcane,Rainfed,216.87,18.04,76.29,0.34780920790219305
46,85,125,6.25,38.21,Loamy,0.87,14.96,71.07,1038.79,6.07,7.48,East,1676,Zaid,Sugarcane,Drip,252.5,1.71,76.16,0.8505817290942419
71,94,54,7.81,51.88,Silt,0.94,16.01,82.68,1066.27,7.48,7.4,West,665,Rabi,Sugarcane,Sprinkler,138.3,8.54,73.82,0.6974714616692836
46,56,107,6.97,26.23,Silt,0.4,38.39,89.14,2498.24,4.1,16.91,Central,1616,Zaid,Sugarcane,Drip,257.25,24.44,76.38,0.8179670241190622
103,17,49,7.11,31.6,Silt,0.98,28.88,40.83,2632.89,7.06,10.8,West,1163,Zaid,Sugarcane,Canal,98.14,6.05,74.69,0.8321341779577419
91,45,40,6.83,18.86,Clay,0.37,25.57,39.6,1808.51,4.23,1.37,East,1472,Zaid,Sugarcane,Canal,156.16,5.63,75.62,0.9811861780274235
61,16,39,6.7,40.96,Silt,0.59,38.99,34.14,1201.79,5.64,15.37,North,212,Kharif,Sugarcane,Drip,205.86,3.36,74.02,0.6878857223008134
146,63,36,7.53,20.77,Loamy,1.16,23.09,61.24,1774.72,8.02,16.99,Central,1739,Rabi,Sugarcane,Rainfed,284.28,4.71,75.75,0.8715368061523763
166,44,107,5.72,60.5,Sandy,1.45,10.29,54.06,1166.46,5.15,3.25,South,976,Zaid,Sugarcane,Rainfed,340.03,5.44,79.22,0.9688778552856915
101,99,146,7.19,56.4,Silt,0.99,30.81,50.4,1907.14,10.08,11.9,North,348,Kharif,Sugarcane,Drip,298.97,10.18,77.13,0.13008624013063197
160,57,96,5.18,29.94,Clay,1.43,16.69,32.81,1576.64,5.59,9.77,South,16,Kharif,Sugarcane,Rainfed,205.84,9.72,73.22,0.42618130223597295
68,89,140,7.45,22.36,Silt,1.26,20.74,72.42,1511.74,7.37,2.32,South,1141,Rabi,Sugarcane,Rainfed,275.25,2.97,75.51,0.7948095487499294
63,48,142,7.57,23.65,Sandy,0.63,17.43,69.69,385.13,5.94,14.59,West,656,Kharif,Sugarcane,Drip,71.75,23.03,70.98,0.9436159201675989
170,92,90,4.83,59.99,Sandy,1.35,36.1,49.24,1385.61,5.56,9.84,South,220,Rabi,Sugarcane,Canal,338.83,9.57,78.53,0.6385259476640855
75,61,97,7.61,18.92,Loamy,0.5,19.67,44.87,1406.59,7.59,12.32,South,1630,Kharif,Sugarcane,Rainfed,121.65,8.2,70.87,0.8940992036791344
149,74,26,7.31,34.11,Clay,0.97,28.58,57.22,2540.77,5.71,6.09,Central,1450,Kharif,Sugarcane,Sprinkler,268.61,6.42,78.19,0.770921844644052
117,44,81,7.9,35.56,Loamy,0.63,10.97,64.35,2512.09,8.85,1.32,North,586,Rabi,Sugarcane,Canal,198.95,10.6,73.9,0.06420893707513409
33,30,59,6.83,17.2,Clay,0.89,26.51,41.83,1495.35,7.28,9.15,South,1201,Rabi,Sugarcane,Drip,191.62,19.13,75.2,0.4552201490818012
177,62,34,6.01,41.58,Sandy,0.41,23.92,66.62,883.57,5.49,7.97,West,815,Rabi,Sugarcane,Drip,79.39,17.1,72.88,0.3924935564066848
136,65,100,5.03,43.79,Silt,1.5,37.12,38.92,1972.43,6.13,9.34,East,466,Rabi,Sugarcane,Sprinkler,262.85,5.92,75.46,0.039618825348357145
34,81,113,6.94,43.71,Loamy,0.52,14.06,70.79,2444.93,7.74,16.82,West,1479,Kharif,Sugarcane,Sprinkler,178.9,11.81,74.78,0.49888815345135606
76,24,56,7.4,42.81,Loamy,1.22,24.19,31.77,1023.16,5.07,13.79,West,1182,Rabi,Sugarcane,Canal,149.12,10.77,71.8,0.702464970544104
90,68,62,7.96,34.96,Sandy,0.76,16.3,73.25,1159.27,8.11,15.68,North,955,Rabi,Sugarcane,Canal,293.95,4.28,75.27,0.08786649914483335
154,59,94,7.97,58.3,Loamy,0.88,25.39,84.05,1563.08,7.19,6.45,South,587,Rabi,Sugarcane,Sprinkler,102.65,21.62,73.22,0.8005866991090829
171,53,122,5.46,20.29,Silt,1.22,12.23,30.09,541.73,9.81,15.89,West,2139,Rabi,Sugarcane,Canal,254.97,9.44,74.75,0.6364302495436367
127,53,41,5.44,42.81,Sandy,0.3,26.22,76.08,1279.8,7.58,11.93,Central,2137,Rabi,Sugarcane,Drip,109.0,6.51,73.91,0.03158614482564204
40,35,135,7.88,48.56,Loamy,1.02,27.4,56.63,2754.13,7.45,8.24,East,1041,Zaid,Sugarcane,Rainfed,124.23,14.31,74.25,0.9362122462436898
96,96,123,6.69,34.58,Silt,1.48,36.94,87.71,2718.93,8.64,6.56,North,1979,Kharif,Sugarcane,Rainfed,192.52,1.34,75.36,0.5412963353010705
54,21,65,7.92,42.44,Silt,0.64,37.89,86.45,2629.54,10.93,4.87,East,696,Kharif,Sugarcane,Drip,117.09,20.64,72.41,0.08011484638467514
34,92,67,8.05,26.8,Sandy,0.75,32.36,80.04,624.27,4.55,10.15,West,404,Zaid,Sugarcane,Sprinkler,96.87,9.88,71.07,0.8948166560605276
175,91,124,4.93,19.18,Silt,1.02,12.03,56.51,2253.23,10.52,17.36,North,425,Zaid,Sugarcane,Canal,269.26,19.04,75.12,0.08162998203058958
66,62,95,7.8,27.33,Clay,0.89,39.01,71.42,2171.35,9.46,7.01,East,1002,Rabi,Sugarcane,Drip,136.29,15.85,74.78,0.0603520839905638
57,95,103,5.66,55.3,Clay,0.85,15.34,77.59,652.63,9.61,16.41,West,470,Rabi,Sugarcane,Sprinkler,192.12,5.65,74.2,0.15954468011318834
91,24,46,5.79,19.08,Clay,1.02,29.49,41.49,1639.86,7.75,7.64,East,1728,Zaid,Sugarcane,Sprinkler,178.73,18.3,74.4,0.18211791568869928
96,95,123,6.29,17.44,Sandy,0.48,14.86,30.23,1780.92,9.69,16.29,East,801,Zaid,Sugarcane,Rainfed,331.58,12.0,74.58,0.498195716453139
77,48,61,5.25,60.47,Loamy,1.23,24.99,80.33,2436.88,8.01,11.8,West,727,Rabi,Sugarcane,Canal,145.09,11.7,75.11,0.727169069766308
136,81,79,7.24,40.59,Clay,1.41,11.12,38.41,1106.72,9.63,3.64,North,1359,Zaid,Sugarcane,Sprinkler,193.79,8.36,77.4,0.9007018640112585
42,19,73,7.86,35.85,Sandy,0.95,22.05,39.49,333.9,4.14,12.69,West,945,Zaid,Sugarcane,Canal,116.09,18.45,71.25,0.733113022415281
142,54,112,5.54,58.01,Silt,1.01,37.26,30.99,1548.6,10.21,7.13,North,1322,Zaid,Sugarcane,Drip,190.82,21.48,75.12,0.7158249646820886
46,33,78,5.0,22.62,Silt,1.22,23.93,63.82,2486.6,4.86,17.16,East,1058,Rabi,Sugarcane,Canal,236.35,22.94,74.96,0.909032520665641
177,64,120,5.88,38.98,Silt,0.57,33.84,75.39,2070.17,7.2,17.25,East,1145,Zaid,Sugarcane,Sprinkler,295.66,21.31,75.05,0.5929508514349274
46,93,114,7.27,40.85,Clay,1.4,18.31,30.72,1167.59,5.96,15.62,North,345,Kharif,Sugarcane,Canal,316.51,17.29,75.59,0.9694123223352875
147,35,125,7.12,49.45,Clay,1.01,26.09,58.05,1917.57,9.15,3.98,South,2078,Zaid,Sugarcane,Rainfed,120.62,0.58,72.84,0.13087366071834983
154,73,88,7.24,17.66,Clay,1.46,20.13,80.11,1506.29,6.52,1.68,West,1066,Rabi,Sugarcane,Canal,112.67,15.36,73.97,0.5197739485560177
170,44,56,5.77,41.6,Loamy,1.32,22.63,68.06,2251.02,4.03,8.88,Central,813,Rabi,Sugarcane,Canal,123.78,3.04,75.26,0.8441704489691971
61,81,67,4.99,29.4,Sandy,1.06,26.36,34.86,2641.73,8.87,5.4,West,766,Rabi,Sugarcane,Canal,154.05,3.5,75.33,0.05708685608931485
51,99,24,6.04,30.1,Sandy,1.34,13.05,34.07,2174.15,10.64,2.77,East,1083,Kharif,Sugarcane,Drip,152.01,6.54,75.42,0.03934354066850965
155,72,61,5.18,32.58,Clay,1.39,31.16,55.63,2762.1,6.06,17.08,South,1734,Kharif,Sugarcane,Drip,154.74,2.61,75.25,0.9338750175279049
35,54,53,7.34,64.89,Clay,0.68,18.82,85.72,881.43,6.32,10.71,Central,1656,Kharif,Sugarcane,Canal,243.74,0.08,76.94,0.9651186964360455
30,54,20,6.06,46.54,Clay,1.1,22.89,49.94,1458.4,10.18,9.63,Central,1201,Rabi,Sugarcane,Drip,177.35,24.4,73.91,0.6391199378155004
56,93,46,4.82,32.19,Loamy,1.16,30.64,71.99,446.5,7.22,17.49,Central,1502,Kharif,Sugarcane,Drip,67.46,12.8,71.23,0.6926259522261645
89,53,105,7.45,32.0,Silt,0.45,13.96,40.82,437.51,6.28,2.38,West,894,Kharif,Sugarcane,Canal,220.95,21.54,74.54,0.6178472402012138
160,59,102,5.26,42.34,Clay,1.11,16.04,78.35,390.41,8.75,4.28,East,127,Rabi,Sugarcane,Canal,320.19,5.06,73.27,0.5706097466388297
101,27,27,5.01,56.03,Clay,0.61,36.37,64.63,1222.64,7.9,17.49,East,1286,Zaid,Sugarcane,Canal,171.47,24.09,72.32,0.8707534503372591
111,33,139,5.83,17.51,Sandy,0.53,35.84,56.27,880.67,4.56,17.45,West,1544,Kharif,Sugarcane,Rainfed,108.83,19.13,73.12,0.8785155613013479
62,33,134,6.2,60.03,Clay,1.46,13.44,74.66,922.76,6.77,17.73,East,1268,Kharif,Sugarcane,Rainfed,291.03,12.87,77.64,0.7978136488586345
117,80,149,7.65,60.41,Silt,0.42,20.65,78.88,2521.36,4.2,13.04,South,439,Rabi,Sugarcane,Sprinkler,343.95,8.93,76.68,0.5444890979608495
115,91,109,7.44,46.85,Silt,0.48,39.42,50.31,467.24,7.28,13.28,West,1772,Kharif,Sugarcane,Canal,152.84,4.0,74.16,0.23754413087432746
177,97,115,5.82,23.2,Silt,1.28,36.3,34.1,2228.69,9.99,6.87,West,639,Kharif,Sugarcane,Sprinkler,204.38,21.14,72.66,0.22726962726315147
70,24,79,7.05,27.51,Sandy,1.28,25.36,49.04,1552.07,9.61,9.12,South,374,Rabi,Sugarcane,Rainfed,212.38,23.63,74.42,0.00756287497814212
161,50,91,5.38,30.05,Loamy,1.49,11.11,86.6,2684.93,6.07,15.16,Central,796,Zaid,Sugarcane,Sprinkler,112.69,12.0,74.08,0.3072899649262866
32,58,112,5.25,29.46,Loamy,0.75,28.26,32.97,2358.22,4.28,12.76,West,707,Rabi,Sugarcane,Canal,201.66,11.91,74.64,0.7161506742231936
156,47,66,5.17,20.6,Clay,0.38,37.48,72.12,1897.66,5.69,13.99,South,5,Zaid,Sugarcane,Drip,333.42,19.87,75.99,0.27262400073353377
111,28,121,4.88,56.92,Loamy,1.51,17.01,41.36,1227.45,5.49,4.09,East,920,Rabi,Sugarcane,Rainfed,154.72,2.5,74.41,0.8842064633484078
88,17,63,5.02,36.38,Silt,0.9,36.52,43.14,923.44,5.4,12.0,Central,1775,Kharif,Sugarcane,Drip,338.26,18.46,73.85,0.3534213793027181
122,49,99,5.73,55.05,Silt,0.64,17.94,44.68,527.81,5.2,16.42,South,316,Zaid,Sugarcane,Drip,308.1,1.21,74.86,0.2748060355481361
123,64,24,7.97,49.79,Clay,1.05,22.07,54.6,1011.69,10.82,16.93,East,1842,Kharif,Sugarcane,Canal,330.53,24.34,76.05,0.623859324676573
146,47,145,7.04,20.49,Sandy,0.97,39.26,76.67,850.07,8.49,9.2,South,1507,Kharif,Sugarcane,Rainfed,286.36,18.5,74.35,0.54669741271407
68,28,93,5.57,56.11,Loamy,1.02,16.33,78.7,2780.64,4.76,16.06,East,1959,Rabi,Sugarcane,Drip,171.28,7.54,75.25,0.9877855202148873
70,28,116,8.07,51.26,Clay,1.4,33.42,79.12,1622.15,6.22,4.57,North,485,Rabi,Sugarcane,Drip,150.77,24.77,73.59,0.5190597909082704
174,20,45,5.03,59.4,Sandy,1.59,13.29,84.2,310.85,9.24,16.58,West,392,Zaid,Sugarcane,Rainfed,214.41,2.22,72.08,0.33300191305819793
86,78,131,7.79,23.79,Clay,0.45,36.92,33.61,2037.04,7.41,11.91,North,95,Kharif,Sugarcane,Canal,272.07,15.05,73.72,0.9924835021583752
85,58,35,5.19,33.51,Loamy,0.34,33.72,30.63,777.92,5.45,15.78,East,55,Zaid,Sugarcane,Rainfed,141.63,0.46,69.69,0.8260676302525284
177,97,91,6.99,56.93,Sandy,0.33,28.92,40.14,1774.22,5.18,17.23,East,96,Zaid,Sugarcane,Rainfed,312.21,15.78,78.37,0.3031283559453286
159,15,37,8.05,54.11,Sandy,1.58,13.94,61.04,2299.01,10.61,1.38,Central,938,Rabi,Sugarcane,Drip,128.66,21.4,74.01,0.08764274676383854
155,25,64,6.22,17.07,Silt,0.87,16.52,84.36,1817.33,10.11,6.72,Central,1847,Kharif,Sugarcane,Drip,144.8,10.09,74.38,0.9305952146439163
79,22,100,7.74,45.41,Loamy,0.69,10.02,42.83,2318.74,9.79,3.69,West,1152,Zaid,Sugarcane,Canal,302.64,10.52,77.24,0.11636639788547609
113,34,61,5.63,35.61,Clay,1.15,32.98,71.92,2011.34,5.92,11.51,South,749,Zaid,Sugarcane,Drip,271.02,18.26,76.41,0.8680566901074503
165,46,38,7.66,19.02,Loamy,0.81,22.49,59.75,1977.49,6.42,14.11,South,2155,Zaid,Sugarcane,Rainfed,206.42,20.85,74.66,0.36753442229153144
30,59,116,5.05,15.65,Silt,1.34,24.22,86.07,1308.89,8.34,13.21,West,1490,Kharif,Sugarcane,Rainfed,261.25,4.02,73.58,0.3118161330852596
82,52,46,8.19,22.89,Clay,0.94,18.07,71.09,2360.17,6.97,1.1,Central,1439,Kharif,Sugarcane,Canal,188.69,0.11,73.17,0.6408263146902062
119,77,104,5.88,58.9,Sandy,0.46,15.87,66.09,2686.65,4.13,4.24,South,2033,Kharif,Sugarcane,Drip,75.96,13.08,75.13,0.1520248531286481
131,88,127,5.12,42.78,Silt,0.59,36.72,73.45,965.38,5.16,9.98,East,576,Rabi,Sugarcane,Sprinkler,247.36,20.61,73.95,0.14224936868719618
48,82,54,7.66,62.27,Silt,0.62,36.92,62.51,1920.76,8.22,6.96,South,984,Kharif,Sugarcane,Canal,336.76,18.37,76.07,0.10104581101064669
118,90,99,7.02,38.28,Loamy,1.12,32.51,46.94,2368.9,4.59,9.08,East,1876,Zaid,Sugarcane,Drip,292.7,14.41,77.9,0.4260833838903715
122,33,64,5.25,22.55,Loamy,1.41,28.92,60.23,1341.81,7.2,9.15,East,1975,Rabi,Sugarcane,Rainfed,263.16,0.15,73.79,0.733614380561402
32,70,121,5.02,19.02,Clay,1.01,16.66,83.43,921.24,7.0,13.54,North,1133,Zaid,Sugarcane,Canal,129.8,18.09,70.12,0.5353101314525917
77,30,145,7.12,39.72,Silt,1.38,39.57,45.6,1669.17,5.94,3.75,West,1705,Rabi,Sugarcane,Sprinkler,271.45,22.41,75.57,0.1097361986775035
137,66,44,5.3,29.37,Silt,1.15,23.58,73.85,1924.24,8.52,5.34,North,1492,Rabi,Sugarcane,Canal,312.61,13.05,76.65,0.7373570773877997
81,84,116,6.97,39.64,Silt,0.83,27.92,73.1,1631.18,9.02,9.92,West,624,Zaid,Sugarcane,Canal,330.86,1.49,76.18,0.6139335847600618
64,20,92,6.81,23.45,Clay,1.41,10.99,45.69,1535.37,4.6,14.93,Central,1270,Kharif,Sugarcane,Sprinkler,244.32,20.8,74.18,0.5184080219452041
161,54,28,4.89,36.2,Sandy,1.46,33.07,70.86,1843.86,6.16,11.99,West,2198,Zaid,Sugarcane,Drip,71.26,4.49,73.08,0.7163233880626823
103,80,35,6.99,34.21,Clay,0.44,28.26,47.69,1331.23,8.35,16.92,West,585,Rabi,Sugarcane,Canal,253.43,19.01,75.28,0.2965355812876552
85,89,122,5.01,32.87,Sandy,1.06,17.44,51.89,1928.54,5.88,17.12,East,2072,Kharif,Sugarcane,Drip,137.16,24.37,74.45,0.18519556786746794
170,45,140,6.69,56.43,Clay,0.4,32.81,40.24,2785.3,7.83,5.19,East,74,Zaid,Sugarcane,Drip,190.69,18.63,78.81,0.3819396396528959
97,72,26,8.0,64.39,Clay,1.08,33.22,58.12,2252.9,4.82,10.15,North,1967,Kharif,Sugarcane,Drip,202.68,13.41,75.51,0.12809574636620003
178,46,65,8.08,43.66,Silt,1.11,38.13,32.83,1915.99,9.77,3.94,Central,1395,Zaid,Sugarcane,Sprinkler,227.58,21.99,73.35,0.8869249002092695
66,71,59,6.11,28.17,Loamy,1.17,38.97,42.08,1172.18,4.51,9.93,West,1977,Kharif,Sugarcane,Canal,334.02,18.51,75.01,0.28590678923916013
167,76,52,7.15,61.51,Sandy,0.39,19.31,55.3,1685.94,8.79,15.01,North,1630,Zaid,Sugarcane,Canal,278.09,11.79,78.51,0.846514338690278
36,52,97,6.64,19.59,Loamy,0.5,38.9,54.36,1528.09,8.06,11.39,East,543,Rabi,Sugarcane,Canal,88.32,1.46,72.95,0.7284906771616132
114,86,24,6.23,56.47,Silt,1.48,22.72,72.94,1913.79,5.4,5.31,North,410,Rabi,Sugarcane,Canal,341.83,12.39,77.4,0.7764474464997246
175,97,88,7.54,38.32,Silt,0.52,23.24,87.19,2343.83,4.77,11.07,West,462,Zaid,Sugarcane,Canal,334.31,2.52,77.71,0.6561618376810715
154,36,32,8.06,17.12,Loamy,1.12,13.48,84.61,1178.61,9.58,5.16,East,1309,Rabi,Sugarcane,Rainfed,146.27,16.07,73.69,0.9373880664971189
160,42,53,7.49,20.78,Clay,1.41,31.73,86.61,377.85,9.53,17.96,Central,989,Kharif,Sugarcane,Drip,278.25,20.28,73.26,0.5903476904587729
102,15,67,7.16,42.82,Loamy,0.52,36.03,46.72,2695.6,9.07,8.5,Central,1609,Kharif,Sugarcane,Sprinkler,83.36,7.6,74.31,0.50836054691628
178,44,48,6.29,58.62,Loamy,1.17,17.41,48.03,638.02,8.66,10.22,North,1563,Rabi,Sugarcane,Drip,253.44,5.75,76.69,0.7264617151130048
64,93,83,5.89,58.45,Silt,0.66,29.56,41.23,1586.83,10.82,15.91,West,1504,Rabi,Sugarcane,Rainfed,344.36,22.44,75.54,0.005229613542912737
127,70,75,6.29,47.85,Silt,1.08,14.79,60.33,896.8,9.02,1.67,South,1871,Zaid,Sugarcane,Canal,106.29,23.01,72.66,0.7609907600280938
145,82,41,8.01,20.51,Sandy,0.44,18.14,42.88,1705.19,4.83,7.93,West,1149,Rabi,Sugarcane,Drip,341.51,10.12,74.97,0.7457337827312321
65,64,102,5.55,19.74,Sandy,1.51,33.17,83.92,692.29,10.64,10.76,South,2172,Rabi,Sugarcane,Rainfed,122.21,8.1,73.73,0.3269316163380791
84,61,104,4.84,28.15,Loamy,0.76,12.07,60.12,388.42,9.58,2.13,East,280,Zaid,Sugarcane,Drip,156.3,14.54,73.61,0.9963343376272473
84,98,95,5.33,39.65,Sandy,1.2,26.89,41.42,350.71,8.06,12.78,North,1195,Rabi,Sugarcane,Canal,145.59,10.66,70.36,0.722070938202737
32,66,81,7.63,38.59,Sandy,0.59,39.5,61.73,2569.55,9.08,6.46,North,1408,Rabi,Sugarcane,Rainfed,125.0,10.82,75.22,0.6195893374598407
59,96,91,5.84,39.04,Clay,0.41,19.59,50.31,1013.48,10.67,4.23,North,1727,Rabi,Sugarcane,Canal,248.08,19.81,76.99,0.7941973312770843
150,80,78,6.18,22.5,Silt,0.86,27.71,30.18,640.99,7.28,15.66,West,675,Zaid,Sugarcane,Rainfed,342.68,1.62,75.92,0.6764679372263622
113,83,133,7.18,47.13,Clay,1.43,12.63,84.78,952.11,5.51,10.41,Central,1955,Kharif,Sugarcane,Sprinkler,134.58,16.12,74.61,0.8250494101800621
67,73,66,6.96,27.07,Clay,0.85,36.69,33.83,1090.63,9.81,2.8,West,1791,Kharif,Sugarcane,Rainfed,183.21,9.71,73.39,0.3342383186960608
31,48,141,5.98,38.77,Silt,1.37,38.51,37.96,2653.79,7.39,14.02,Central,5,Zaid,Sugarcane,Drip,84.07,24.92,75.47,0.32819275360931155
43,31,44,7.05,34.94,Loamy,0.43,22.54,62.75,2097.76,6.53,5.28,North,1649,Zaid,Sugarcane,Drip,297.72,2.13,75.26,0.3622354416522884
120,95,69,7.62,43.23,Clay,1.09,12.51,66.01,2662.49,10.7,10.65,East,34,Kharif,Sugarcane,Rainfed,67.4,15.58,75.23,0.2730708099728124
39,71,20,5.3,19.04,Sandy,0.87,35.71,81.95,402.89,10.96,9.8,Central,737,Rabi,Sugarcane,Sprinkler,290.41,0.93,73.15,0.9406792451153405
54,64,144,8.2,63.32,Sandy,1.18,37.41,37.43,1673.33,4.07,1.67,East,673,Zaid,Sugarcane,Drip,63.26,16.0,74.3,0.25929675886577375
